#, Side, Eta, Phi, dPhi, type/depth, Det, RBX, Sector, MB_NO, BV, QIE, QIECH, RM, RM_FI, FI_CH, ppCol, ppRow, ppCpl, ppLC, dodec, Crate, uHTR, uHTR_FI, FEDid, QIEid, TP_FI, TP_CH
, 1, 28, 49, 2, 1, HE, HEP13, 13, 2, 2, 4, 2, 4, 7, 1, 2, 4, HEP13_RM4B, 3, 12, 35, 11, 23, 1111, 999999, 3, 6
, 1, 18, 50, 1, 2, HE, HEP13, 13, 10, 10, 4, 3, 4, 7, 2, 2, 4, HEP13_RM4B, 3, 12, 35, 11, 23, 1111, 999999, 2, 7
, 1, 17, 50, 1, 2, HE, HEP13, 13, 11, 11, 4, 4, 4, 7, 3, 2, 4, HEP13_RM4B, 3, 12, 35, 11, 23, 1111, 999999, 2, 3
, 1, 16, 50, 1, 4, HE, HEP13, 13, 12, 12, 4, 5, 4, 7, 4, 2, 4, HEP13_RM4B, 3, 12, 35, 11, 23, 1111, 999999, 1, 7
, 1, 29, 49, 2, 2, HE, HEP13, 13, 17, 17, 4, 6, 4, 7, 5, 2, 4, HEP13_RM4B, 3, 12, 35, 11, 23, 1111, 999999, -1, -1
, 1, 19, 47, 1, 2, HE, HEP13, 13, 16, 16, 1, 1, 1, 1, 0, 1, 1, HEP13_RM1A, 1, 2, 35, 12, 1, 1111, 999999, 0, 0
, 1, 20, 47, 1, 3, HE, HEP13, 13, 30, 30, 1, 2, 1, 1, 1, 1, 1, HEP13_RM1A, 1, 2, 35, 12, 1, 1111, 999999, 0, 4
, 1, 22, 47, 2, 3, HE, HEP13, 13, 31, 31, 1, 3, 1, 1, 2, 1, 1, HEP13_RM1A, 1, 2, 35, 12, 1, 1111, 999999, 1, 4
, 1, 24, 47, 2, 3, HE, HEP13, 13, 32, 32, 1, 4, 1, 1, 3, 1, 1, HEP13_RM1A, 1, 2, 35, 12, 1, 1111, 999999, 2, 4
, 1, 24, 47, 2, 2, HE, HEP13, 13, 21, 21, 1, 5, 1, 1, 4, 1, 1, HEP13_RM1A, 1, 2, 35, 12, 1, 1111, 999999, 2, 4
, 1, 26, 47, 2, 2, HE, HEP13, 13, 22, 22, 1, 6, 1, 1, 5, 1, 1, HEP13_RM1A, 1, 2, 35, 12, 1, 1111, 999999, 3, 4
, 1, 24, 47, 2, 6, HE, HEP13, 13, 44, 44, 2, 1, 1, 3, 0, 1, 1, HEP13_RM1A, 3, 3, 35, 12, 2, 1111, 999999, 2, 4
, 1, 24, 47, 2, 5, HE, HEP13, 13, 36, 36, 2, 2, 1, 3, 1, 1, 1, HEP13_RM1A, 3, 3, 35, 12, 2, 1111, 999999, 2, 4
, 1, 26, 47, 2, 5, HE, HEP13, 13, 37, 37, 2, 3, 1, 3, 2, 1, 1, HEP13_RM1A, 3, 3, 35, 12, 2, 1111, 999999, 3, 4
, 1, 26, 47, 2, 6, HE, HEP13, 13, 45, 45, 2, 4, 1, 3, 3, 1, 1, HEP13_RM1A, 3, 3, 35, 12, 2, 1111, 999999, 3, 4
, 1, 19, 47, 1, 3, HE, HEP13, 13, 29, 29, 2, 5, 1, 3, 4, 1, 1, HEP13_RM1A, 3, 3, 35, 12, 2, 1111, 999999, 0, 0
, 1, 26, 47, 2, 3, HE, HEP13, 13, 39, 39, 2, 6, 1, 3, 5, 1, 1, HEP13_RM1A, 3, 3, 35, 12, 2, 1111, 999999, 3, 4
, 1, 19, 47, 1, 5, HE, HEP13, 13, 33, 33, 3, 1, 1, 5, 0, 2, 1, HEP13_RM1B, 1, 4, 35, 12, 3, 1111, 999999, 0, 0
, 1, 26, 47, 2, 4, HE, HEP13, 13, 26, 26, 3, 2, 1, 5, 1, 2, 1, HEP13_RM1B, 1, 4, 35, 12, 3, 1111, 999999, 3, 4
, 1, 20, 47, 1, 6, HE, HEP13, 13, 42, 42, 3, 3, 1, 5, 2, 2, 1, HEP13_RM1B, 1, 4, 35, 12, 3, 1111, 999999, 0, 4
, 1, 20, 47, 1, 5, HE, HEP13, 13, 34, 34, 3, 4, 1, 5, 3, 2, 1, HEP13_RM1B, 1, 4, 35, 12, 3, 1111, 999999, 0, 4
, 1, 22, 47, 2, 5, HE, HEP13, 13, 35, 35, 3, 5, 1, 5, 4, 2, 1, HEP13_RM1B, 1, 4, 35, 12, 3, 1111, 999999, 1, 4
, 1, 22, 47, 2, 6, HE, HEP13, 13, 43, 43, 3, 6, 1, 5, 5, 2, 1, HEP13_RM1B, 1, 4, 35, 12, 3, 1111, 999999, 1, 4
, 1, 19, 47, 1, 1, HE, HEP13, 13, 2, 2, 4, 1, 1, 7, 0, 2, 1, HEP13_RM1B, 3, 5, 35, 12, 4, 1111, 999999, 0, 0
, 1, 20, 47, 1, 1, HE, HEP13, 13, 3, 3, 4, 2, 1, 7, 1, 2, 1, HEP13_RM1B, 3, 5, 35, 12, 4, 1111, 999999, 0, 4
, 1, 22, 47, 2, 1, HE, HEP13, 13, 4, 4, 4, 3, 1, 7, 2, 2, 1, HEP13_RM1B, 3, 5, 35, 12, 4, 1111, 999999, 1, 4
, 1, 24, 47, 2, 1, HE, HEP13, 13, 5, 5, 4, 4, 1, 7, 3, 2, 1, HEP13_RM1B, 3, 5, 35, 12, 4, 1111, 999999, 2, 4
, 1, 19, 47, 1, 4, HE, HEP13, 13, 10, 10, 4, 5, 1, 7, 4, 2, 1, HEP13_RM1B, 3, 5, 35, 12, 4, 1111, 999999, 0, 0
, 1, 26, 47, 2, 1, HE, HEP13, 13, 6, 6, 4, 6, 1, 7, 5, 2, 1, HEP13_RM1B, 3, 5, 35, 12, 4, 1111, 999999, 3, 4
, 1, 19, 47, 1, 6, HE, HEP13, 13, 41, 41, 4, 7, 1, 8, 0, 2, 1, HEP13_RM1B, 4, 6, 35, 12, 5, 1111, 999999, 0, 0
, 1, 24, 47, 2, 4, HE, HEP13, 13, 25, 25, 4, 8, 1, 8, 1, 2, 1, HEP13_RM1B, 4, 6, 35, 12, 5, 1111, 999999, 2, 4
, 1, 22, 47, 2, 2, HE, HEP13, 13, 20, 20, 4, 9, 1, 8, 2, 2, 1, HEP13_RM1B, 4, 6, 35, 12, 5, 1111, 999999, 1, 4
, 1, 20, 47, 1, 2, HE, HEP13, 13, 19, 19, 4, 10, 1, 8, 3, 2, 1, HEP13_RM1B, 4, 6, 35, 12, 5, 1111, 999999, 0, 4
, 1, 22, 47, 2, 4, HE, HEP13, 13, 18, 18, 4, 11, 1, 8, 4, 2, 1, HEP13_RM1B, 4, 6, 35, 12, 5, 1111, 999999, 1, 4
, 1, 20, 47, 1, 4, HE, HEP13, 13, 17, 17, 4, 12, 1, 8, 5, 2, 1, HEP13_RM1B, 4, 6, 35, 12, 5, 1111, 999999, 0, 4
, 1, 19, 48, 1, 5, HE, HEP13, 13, 40, 40, 1, 1, 2, 1, 0, 1, 2, HEP13_RM2A, 1, 7, 35, 12, 6, 1111, 999999, 0, 1
, 1, 19, 48, 1, 6, HE, HEP13, 13, 48, 48, 1, 2, 2, 1, 1, 1, 2, HEP13_RM2A, 1, 7, 35, 12, 6, 1111, 999999, 0, 1
, 1, 21, 47, 2, 2, HE, HEP13, 13, 21, 21, 1, 3, 2, 1, 2, 1, 2, HEP13_RM2A, 1, 7, 35, 12, 6, 1111, 999999, 1, 0
, 1, 20, 48, 1, 2, HE, HEP13, 13, 22, 22, 1, 4, 2, 1, 3, 1, 2, HEP13_RM2A, 1, 7, 35, 12, 6, 1111, 999999, 0, 5
, 1, 21, 47, 2, 4, HE, HEP13, 13, 23, 23, 1, 5, 2, 1, 4, 1, 2, HEP13_RM2A, 1, 7, 35, 12, 6, 1111, 999999, 1, 0
, 1, 20, 48, 1, 4, HE, HEP13, 13, 24, 24, 1, 6, 2, 1, 5, 1, 2, HEP13_RM2A, 1, 7, 35, 12, 6, 1111, 999999, 0, 5
, 1, 19, 48, 1, 1, HE, HEP13, 13, 7, 7, 1, 7, 2, 2, 0, 1, 2, HEP13_RM2A, 2, 8, 35, 12, 7, 1111, 999999, 0, 1
, 1, 20, 48, 1, 1, HE, HEP13, 13, 6, 6, 1, 8, 2, 2, 1, 1, 2, HEP13_RM2A, 2, 8, 35, 12, 7, 1111, 999999, 0, 5
, 1, 21, 47, 2, 1, HE, HEP13, 13, 5, 5, 1, 9, 2, 2, 2, 1, 2, HEP13_RM2A, 2, 8, 35, 12, 7, 1111, 999999, 1, 0
, 1, 23, 47, 2, 1, HE, HEP13, 13, 4, 4, 1, 10, 2, 2, 3, 1, 2, HEP13_RM2A, 2, 8, 35, 12, 7, 1111, 999999, 2, 0
, 1, 19, 48, 1, 4, HE, HEP13, 13, 15, 15, 1, 11, 2, 2, 4, 1, 2, HEP13_RM2A, 2, 8, 35, 12, 7, 1111, 999999, 0, 1
, 1, 25, 47, 2, 1, HE, HEP13, 13, 3, 3, 1, 12, 2, 2, 5, 1, 2, HEP13_RM2A, 2, 8, 35, 12, 7, 1111, 999999, 3, 0
, 1, 23, 47, 2, 6, HE, HEP13, 13, 45, 45, 2, 1, 2, 3, 0, 1, 2, HEP13_RM2A, 3, 9, 35, 12, 8, 1111, 999999, 2, 0
, 1, 25, 47, 2, 4, HE, HEP13, 13, 31, 31, 2, 2, 2, 3, 1, 1, 2, HEP13_RM2A, 3, 9, 35, 12, 8, 1111, 999999, 3, 0
, 1, 20, 48, 1, 5, HE, HEP13, 13, 39, 39, 2, 3, 2, 3, 2, 1, 2, HEP13_RM2A, 3, 9, 35, 12, 8, 1111, 999999, 0, 5
, 1, 21, 47, 2, 6, HE, HEP13, 13, 46, 46, 2, 4, 2, 3, 3, 1, 2, HEP13_RM2A, 3, 9, 35, 12, 8, 1111, 999999, 1, 0
, 1, 23, 47, 2, 4, HE, HEP13, 13, 32, 32, 2, 5, 2, 3, 4, 1, 2, HEP13_RM2A, 3, 9, 35, 12, 8, 1111, 999999, 2, 0
, 1, 20, 48, 1, 6, HE, HEP13, 13, 47, 47, 2, 6, 2, 3, 5, 1, 2, HEP13_RM2A, 3, 9, 35, 12, 8, 1111, 999999, 0, 5
, 1, 21, 47, 2, 5, HE, HEP13, 13, 38, 38, 3, 7, 2, 6, 0, 2, 2, HEP13_RM2B, 2, 10, 35, 12, 9, 1111, 999999, 1, 0
, 1, 23, 47, 2, 5, HE, HEP13, 13, 37, 37, 3, 8, 2, 6, 1, 2, 2, HEP13_RM2B, 2, 10, 35, 12, 9, 1111, 999999, 2, 0
, 1, 25, 47, 2, 6, HE, HEP13, 13, 44, 44, 3, 9, 2, 6, 2, 2, 2, HEP13_RM2B, 2, 10, 35, 12, 9, 1111, 999999, 3, 0
, 1, 25, 47, 2, 5, HE, HEP13, 13, 36, 36, 3, 10, 2, 6, 3, 2, 2, HEP13_RM2B, 2, 10, 35, 12, 9, 1111, 999999, 3, 0
, 1, 19, 48, 1, 3, HE, HEP13, 13, 28, 28, 3, 11, 2, 6, 4, 2, 2, HEP13_RM2B, 2, 10, 35, 12, 9, 1111, 999999, 0, 1
, 1, 25, 47, 2, 3, HE, HEP13, 13, 34, 34, 3, 12, 2, 6, 5, 2, 2, HEP13_RM2B, 2, 10, 35, 12, 9, 1111, 999999, 3, 0
, 1, 19, 48, 1, 2, HE, HEP13, 13, 9, 9, 4, 7, 2, 8, 0, 2, 2, HEP13_RM2B, 4, 11, 35, 12, 10, 1111, 999999, 0, 1
, 1, 20, 48, 1, 3, HE, HEP13, 13, 27, 27, 4, 8, 2, 8, 1, 2, 2, HEP13_RM2B, 4, 11, 35, 12, 10, 1111, 999999, 0, 5
, 1, 21, 47, 2, 3, HE, HEP13, 13, 26, 26, 4, 9, 2, 8, 2, 2, 2, HEP13_RM2B, 4, 11, 35, 12, 10, 1111, 999999, 1, 0
, 1, 23, 47, 2, 3, HE, HEP13, 13, 25, 25, 4, 10, 2, 8, 3, 2, 2, HEP13_RM2B, 4, 11, 35, 12, 10, 1111, 999999, 2, 0
, 1, 23, 47, 2, 2, HE, HEP13, 13, 20, 20, 4, 11, 2, 8, 4, 2, 2, HEP13_RM2B, 4, 11, 35, 12, 10, 1111, 999999, 2, 0
, 1, 25, 47, 2, 2, HE, HEP13, 13, 19, 19, 4, 12, 2, 8, 5, 2, 2, HEP13_RM2B, 4, 11, 35, 12, 10, 1111, 999999, 3, 0
, 1, 1, 47, 4, 0, CALIB_HE, HEP13, 13, -1, -1, 1, 7, 5, 2, 0, 3, 5, EBP13_CU, 1, 12, 35, 12, 11, 1111, 999999, -1, -1
, 1, 1, 47, 4, 1, CALIB_HE, HEP13, 13, -1, -1, 1, 8, 5, 2, 1, 3, 5, EBP13_CU, 1, 12, 35, 12, 11, 1111, 999999, -1, -1
, 1, 1, 47, 4, 2, CALIB_HE, HEP13, 13, -1, -1, 1, 9, 5, 2, 2, 3, 5, EBP13_CU, 1, 12, 35, 12, 11, 1111, 999999, -1, -1
, 1, 1, 47, 4, 3, CALIB_HE, HEP13, 13, -1, -1, 1, 10, 5, 2, 3, 3, 5, EBP13_CU, 1, 12, 35, 12, 11, 1111, 999999, -1, -1
, 1, 1, 47, 4, 4, CALIB_HE, HEP13, 13, -1, -1, 1, 11, 5, 2, 4, 3, 5, EBP13_CU, 1, 12, 35, 12, 11, 1111, 999999, -1, -1
, 1, 1, 47, 4, 5, CALIB_HE, HEP13, 13, -1, -1, 1, 12, 5, 2, 5, 3, 5, EBP13_CU, 1, 12, 35, 12, 11, 1111, 999999, -1, -1
, 1, 19, 49, 1, 2, HE, HEP13, 13, 16, 16, 1, 1, 3, 1, 0, 1, 3, HEP13_RM3A, 1, 2, 35, 12, 13, 1111, 999999, 0, 2
, 1, 20, 49, 1, 3, HE, HEP13, 13, 30, 30, 1, 2, 3, 1, 1, 1, 3, HEP13_RM3A, 1, 2, 35, 12, 13, 1111, 999999, 0, 6
, 1, 21, 49, 2, 3, HE, HEP13, 13, 31, 31, 1, 3, 3, 1, 2, 1, 3, HEP13_RM3A, 1, 2, 35, 12, 13, 1111, 999999, 1, 2
, 1, 23, 49, 2, 3, HE, HEP13, 13, 32, 32, 1, 4, 3, 1, 3, 1, 3, HEP13_RM3A, 1, 2, 35, 12, 13, 1111, 999999, 2, 2
, 1, 23, 49, 2, 2, HE, HEP13, 13, 21, 21, 1, 5, 3, 1, 4, 1, 3, HEP13_RM3A, 1, 2, 35, 12, 13, 1111, 999999, 2, 2
, 1, 25, 49, 2, 2, HE, HEP13, 13, 22, 22, 1, 6, 3, 1, 5, 1, 3, HEP13_RM3A, 1, 2, 35, 12, 13, 1111, 999999, 3, 2
, 1, 23, 49, 2, 6, HE, HEP13, 13, 44, 44, 2, 1, 3, 3, 0, 1, 3, HEP13_RM3A, 3, 3, 35, 12, 14, 1111, 999999, 2, 2
, 1, 23, 49, 2, 5, HE, HEP13, 13, 36, 36, 2, 2, 3, 3, 1, 1, 3, HEP13_RM3A, 3, 3, 35, 12, 14, 1111, 999999, 2, 2
, 1, 25, 49, 2, 5, HE, HEP13, 13, 37, 37, 2, 3, 3, 3, 2, 1, 3, HEP13_RM3A, 3, 3, 35, 12, 14, 1111, 999999, 3, 2
, 1, 25, 49, 2, 6, HE, HEP13, 13, 45, 45, 2, 4, 3, 3, 3, 1, 3, HEP13_RM3A, 3, 3, 35, 12, 14, 1111, 999999, 3, 2
, 1, 19, 49, 1, 3, HE, HEP13, 13, 29, 29, 2, 5, 3, 3, 4, 1, 3, HEP13_RM3A, 3, 3, 35, 12, 14, 1111, 999999, 0, 2
, 1, 25, 49, 2, 3, HE, HEP13, 13, 39, 39, 2, 6, 3, 3, 5, 1, 3, HEP13_RM3A, 3, 3, 35, 12, 14, 1111, 999999, 3, 2
, 1, 19, 49, 1, 5, HE, HEP13, 13, 33, 33, 3, 1, 3, 5, 0, 2, 3, HEP13_RM3B, 1, 4, 35, 12, 15, 1111, 999999, 0, 2
, 1, 25, 49, 2, 4, HE, HEP13, 13, 26, 26, 3, 2, 3, 5, 1, 2, 3, HEP13_RM3B, 1, 4, 35, 12, 15, 1111, 999999, 3, 2
, 1, 20, 49, 1, 6, HE, HEP13, 13, 42, 42, 3, 3, 3, 5, 2, 2, 3, HEP13_RM3B, 1, 4, 35, 12, 15, 1111, 999999, 0, 6
, 1, 20, 49, 1, 5, HE, HEP13, 13, 34, 34, 3, 4, 3, 5, 3, 2, 3, HEP13_RM3B, 1, 4, 35, 12, 15, 1111, 999999, 0, 6
, 1, 21, 49, 2, 5, HE, HEP13, 13, 35, 35, 3, 5, 3, 5, 4, 2, 3, HEP13_RM3B, 1, 4, 35, 12, 15, 1111, 999999, 1, 2
, 1, 21, 49, 2, 6, HE, HEP13, 13, 43, 43, 3, 6, 3, 5, 5, 2, 3, HEP13_RM3B, 1, 4, 35, 12, 15, 1111, 999999, 1, 2
, 1, 19, 49, 1, 1, HE, HEP13, 13, 2, 2, 4, 1, 3, 7, 0, 2, 3, HEP13_RM3B, 3, 5, 35, 12, 16, 1111, 999999, 0, 2
, 1, 20, 49, 1, 1, HE, HEP13, 13, 3, 3, 4, 2, 3, 7, 1, 2, 3, HEP13_RM3B, 3, 5, 35, 12, 16, 1111, 999999, 0, 6
, 1, 21, 49, 2, 1, HE, HEP13, 13, 4, 4, 4, 3, 3, 7, 2, 2, 3, HEP13_RM3B, 3, 5, 35, 12, 16, 1111, 999999, 1, 2
, 1, 23, 49, 2, 1, HE, HEP13, 13, 5, 5, 4, 4, 3, 7, 3, 2, 3, HEP13_RM3B, 3, 5, 35, 12, 16, 1111, 999999, 2, 2
, 1, 19, 49, 1, 4, HE, HEP13, 13, 10, 10, 4, 5, 3, 7, 4, 2, 3, HEP13_RM3B, 3, 5, 35, 12, 16, 1111, 999999, 0, 2
, 1, 25, 49, 2, 1, HE, HEP13, 13, 6, 6, 4, 6, 3, 7, 5, 2, 3, HEP13_RM3B, 3, 5, 35, 12, 16, 1111, 999999, 3, 2
, 1, 19, 49, 1, 6, HE, HEP13, 13, 41, 41, 4, 7, 3, 8, 0, 2, 3, HEP13_RM3B, 4, 6, 35, 12, 17, 1111, 999999, 0, 2
, 1, 23, 49, 2, 4, HE, HEP13, 13, 25, 25, 4, 8, 3, 8, 1, 2, 3, HEP13_RM3B, 4, 6, 35, 12, 17, 1111, 999999, 2, 2
, 1, 21, 49, 2, 2, HE, HEP13, 13, 20, 20, 4, 9, 3, 8, 2, 2, 3, HEP13_RM3B, 4, 6, 35, 12, 17, 1111, 999999, 1, 2
, 1, 20, 49, 1, 2, HE, HEP13, 13, 19, 19, 4, 10, 3, 8, 3, 2, 3, HEP13_RM3B, 4, 6, 35, 12, 17, 1111, 999999, 0, 6
, 1, 21, 49, 2, 4, HE, HEP13, 13, 18, 18, 4, 11, 3, 8, 4, 2, 3, HEP13_RM3B, 4, 6, 35, 12, 17, 1111, 999999, 1, 2
, 1, 20, 49, 1, 4, HE, HEP13, 13, 17, 17, 4, 12, 3, 8, 5, 2, 3, HEP13_RM3B, 4, 6, 35, 12, 17, 1111, 999999, 0, 6
, 1, 19, 50, 1, 5, HE, HEP13, 13, 40, 40, 1, 1, 4, 1, 0, 1, 4, HEP13_RM4A, 1, 7, 35, 12, 18, 1111, 999999, 0, 3
, 1, 19, 50, 1, 6, HE, HEP13, 13, 48, 48, 1, 2, 4, 1, 1, 1, 4, HEP13_RM4A, 1, 7, 35, 12, 18, 1111, 999999, 0, 3
, 1, 22, 49, 2, 2, HE, HEP13, 13, 21, 21, 1, 3, 4, 1, 2, 1, 4, HEP13_RM4A, 1, 7, 35, 12, 18, 1111, 999999, 1, 6
, 1, 20, 50, 1, 2, HE, HEP13, 13, 22, 22, 1, 4, 4, 1, 3, 1, 4, HEP13_RM4A, 1, 7, 35, 12, 18, 1111, 999999, 0, 7
, 1, 22, 49, 2, 4, HE, HEP13, 13, 23, 23, 1, 5, 4, 1, 4, 1, 4, HEP13_RM4A, 1, 7, 35, 12, 18, 1111, 999999, 1, 6
, 1, 20, 50, 1, 4, HE, HEP13, 13, 24, 24, 1, 6, 4, 1, 5, 1, 4, HEP13_RM4A, 1, 7, 35, 12, 18, 1111, 999999, 0, 7
, 1, 19, 50, 1, 1, HE, HEP13, 13, 7, 7, 1, 7, 4, 2, 0, 1, 4, HEP13_RM4A, 2, 8, 35, 12, 19, 1111, 999999, 0, 3
, 1, 20, 50, 1, 1, HE, HEP13, 13, 6, 6, 1, 8, 4, 2, 1, 1, 4, HEP13_RM4A, 2, 8, 35, 12, 19, 1111, 999999, 0, 7
, 1, 22, 49, 2, 1, HE, HEP13, 13, 5, 5, 1, 9, 4, 2, 2, 1, 4, HEP13_RM4A, 2, 8, 35, 12, 19, 1111, 999999, 1, 6
, 1, 24, 49, 2, 1, HE, HEP13, 13, 4, 4, 1, 10, 4, 2, 3, 1, 4, HEP13_RM4A, 2, 8, 35, 12, 19, 1111, 999999, 2, 6
, 1, 19, 50, 1, 4, HE, HEP13, 13, 15, 15, 1, 11, 4, 2, 4, 1, 4, HEP13_RM4A, 2, 8, 35, 12, 19, 1111, 999999, 0, 3
, 1, 26, 49, 2, 1, HE, HEP13, 13, 3, 3, 1, 12, 4, 2, 5, 1, 4, HEP13_RM4A, 2, 8, 35, 12, 19, 1111, 999999, 3, 6
, 1, 24, 49, 2, 6, HE, HEP13, 13, 45, 45, 2, 1, 4, 3, 0, 1, 4, HEP13_RM4A, 3, 9, 35, 12, 20, 1111, 999999, 2, 6
, 1, 26, 49, 2, 4, HE, HEP13, 13, 31, 31, 2, 2, 4, 3, 1, 1, 4, HEP13_RM4A, 3, 9, 35, 12, 20, 1111, 999999, 3, 6
, 1, 20, 50, 1, 5, HE, HEP13, 13, 39, 39, 2, 3, 4, 3, 2, 1, 4, HEP13_RM4A, 3, 9, 35, 12, 20, 1111, 999999, 0, 7
, 1, 22, 49, 2, 6, HE, HEP13, 13, 46, 46, 2, 4, 4, 3, 3, 1, 4, HEP13_RM4A, 3, 9, 35, 12, 20, 1111, 999999, 1, 6
, 1, 24, 49, 2, 4, HE, HEP13, 13, 32, 32, 2, 5, 4, 3, 4, 1, 4, HEP13_RM4A, 3, 9, 35, 12, 20, 1111, 999999, 2, 6
, 1, 20, 50, 1, 6, HE, HEP13, 13, 47, 47, 2, 6, 4, 3, 5, 1, 4, HEP13_RM4A, 3, 9, 35, 12, 20, 1111, 999999, 0, 7
, 1, 22, 49, 2, 5, HE, HEP13, 13, 38, 38, 3, 7, 4, 6, 0, 2, 4, HEP13_RM4B, 2, 10, 35, 12, 21, 1111, 999999, 1, 6
, 1, 24, 49, 2, 5, HE, HEP13, 13, 37, 37, 3, 8, 4, 6, 1, 2, 4, HEP13_RM4B, 2, 10, 35, 12, 21, 1111, 999999, 2, 6
, 1, 26, 49, 2, 6, HE, HEP13, 13, 44, 44, 3, 9, 4, 6, 2, 2, 4, HEP13_RM4B, 2, 10, 35, 12, 21, 1111, 999999, 3, 6
, 1, 26, 49, 2, 5, HE, HEP13, 13, 36, 36, 3, 10, 4, 6, 3, 2, 4, HEP13_RM4B, 2, 10, 35, 12, 21, 1111, 999999, 3, 6
, 1, 19, 50, 1, 3, HE, HEP13, 13, 28, 28, 3, 11, 4, 6, 4, 2, 4, HEP13_RM4B, 2, 10, 35, 12, 21, 1111, 999999, 0, 3
, 1, 26, 49, 2, 3, HE, HEP13, 13, 34, 34, 3, 12, 4, 6, 5, 2, 4, HEP13_RM4B, 2, 10, 35, 12, 21, 1111, 999999, 3, 6
, 1, 19, 50, 1, 2, HE, HEP13, 13, 9, 9, 4, 7, 4, 8, 0, 2, 4, HEP13_RM4B, 4, 11, 35, 12, 22, 1111, 999999, 0, 3
, 1, 20, 50, 1, 3, HE, HEP13, 13, 27, 27, 4, 8, 4, 8, 1, 2, 4, HEP13_RM4B, 4, 11, 35, 12, 22, 1111, 999999, 0, 7
, 1, 22, 49, 2, 3, HE, HEP13, 13, 26, 26, 4, 9, 4, 8, 2, 2, 4, HEP13_RM4B, 4, 11, 35, 12, 22, 1111, 999999, 1, 6
, 1, 24, 49, 2, 3, HE, HEP13, 13, 25, 25, 4, 10, 4, 8, 3, 2, 4, HEP13_RM4B, 4, 11, 35, 12, 22, 1111, 999999, 2, 6
, 1, 24, 49, 2, 2, HE, HEP13, 13, 20, 20, 4, 11, 4, 8, 4, 2, 4, HEP13_RM4B, 4, 11, 35, 12, 22, 1111, 999999, 2, 6
, 1, 26, 49, 2, 2, HE, HEP13, 13, 19, 19, 4, 12, 4, 8, 5, 2, 4, HEP13_RM4B, 4, 11, 35, 12, 22, 1111, 999999, 3, 6
, 1, 1, 47, 4, 6, CALIB_HE, HEP13, 13, -1, -1, 1, 1, 5, 1, 0, 3, 5, EBP13_CU, 2, 12, 35, 12, 23, 1111, 999999, -1, -1
, 1, 1, 47, 4, 7, CALIB_HE, HEP13, 13, -1, -1, 1, 2, 5, 1, 1, 3, 5, EBP13_CU, 2, 12, 35, 12, 23, 1111, 999999, -1, -1
, 1, 1, 47, 4, 7, CALIB_HE, HEP13, 13, -1, -1, 1, 3, 5, 1, 2, 3, 5, EBP13_CU, 2, 12, 35, 12, 23, 1111, 999999, -1, -1
, 1, 1, 47, 4, 7, CALIB_HE, HEP13, 13, -1, -1, 1, 4, 5, 1, 3, 3, 5, EBP13_CU, 2, 12, 35, 12, 23, 1111, 999999, -1, -1
, 1, 1, 47, 4, 7, CALIB_HE, HEP13, 13, -1, -1, 1, 5, 5, 1, 4, 3, 5, EBP13_CU, 2, 12, 35, 12, 23, 1111, 999999, -1, -1
, 1, 1, 47, 4, 7, CALIB_HE, HEP13, 13, -1, -1, 1, 6, 5, 1, 5, 3, 5, EBP13_CU, 2, 12, 35, 12, 23, 1111, 999999, -1, -1
, -1, 10, 54, 1, 4, HB, HBM14, 14, 30, 59, 2, 9, 1, 1, 0, 7, 1, HBM14_RM1A, 1, 1, 37, 1, 0, 1112, 999999, 4, 7
, -1, 9, 54, 1, 4, HB, HBM14, 14, 29, 63, 2, 10, 1, 1, 1, 7, 1, HBM14_RM1A, 1, 1, 37, 1, 0, 1112, 999999, 4, 3
, -1, 12, 54, 1, 4, HB, HBM14, 14, 22, 57, 2, 11, 1, 1, 2, 7, 1, HBM14_RM1A, 1, 1, 37, 1, 0, 1112, 999999, 5, 7
, -1, 11, 54, 1, 4, HB, HBM14, 14, 21, 61, 2, 12, 1, 1, 3, 7, 1, HBM14_RM1A, 1, 1, 37, 1, 0, 1112, 999999, 5, 3
, -1, 10, 54, 1, 2, HB, HBM14, 14, 28, 3, 2, 13, 1, 1, 4, 7, 1, HBM14_RM1A, 1, 1, 37, 1, 0, 1112, 999999, 4, 7
, -1, 9, 54, 1, 2, HB, HBM14, 14, 27, 7, 2, 14, 1, 1, 5, 7, 1, HBM14_RM1A, 1, 1, 37, 1, 0, 1112, 999999, 4, 3
, -1, 12, 54, 1, 2, HB, HBM14, 14, 20, 1, 2, 15, 1, 1, 6, 7, 1, HBM14_RM1A, 1, 1, 37, 1, 0, 1112, 999999, 5, 7
, -1, 11, 54, 1, 2, HB, HBM14, 14, 19, 5, 2, 16, 1, 1, 7, 7, 1, HBM14_RM1A, 1, 1, 37, 1, 0, 1112, 999999, 5, 3
, -1, 10, 53, 1, 1, HB, HBM14, 14, 40, 35, 3, 1, 2, 1, 0, 7, 2, HBM14_RM2A, 1, 2, 37, 1, 1, 1112, 999999, 4, 6
, -1, 9, 53, 1, 1, HB, HBM14, 14, 39, 39, 3, 2, 2, 1, 1, 7, 2, HBM14_RM2A, 1, 2, 37, 1, 1, 1112, 999999, 4, 2
, -1, 12, 53, 1, 1, HB, HBM14, 14, 48, 33, 3, 3, 2, 1, 2, 7, 2, HBM14_RM2A, 1, 2, 37, 1, 1, 1112, 999999, 5, 6
